track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,predicted_genre_id,predicted_genre,predicted_genre_prob,predicted_classical_prob,predicted_country_prob,predicted_electronic_prob,predicted_folk_prob,predicted_hiphoprapcons_prob,predicted_jazz_prob,predicted_rock_prob
70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,3oIFxDIo2fwuk4lwCmFZCx,197866,2019-07-12,78,0.64,0.647,5,0.6938722855299936,0,0.18600000000000003,0.124,0.0,0.0801,0.546,0.2608518824562309,4,hiphoprapcons,0.4,0.0,0.3142857142857143,0.0,0.02857142857142857,0.4,0.02857142857142857,0.22857142857142856
4GcfrUOEolR360d7XiINFf,Pandemonium,2kxP07DLgs4xlWz8YHlvfh,NIKI,2JYYakgDf5R0Ych28NvYkS,227000,2020-09-09,40,0.6990000000000001,0.515,8,0.7031606106213717,0,0.0452,0.7959999999999999,0.13,0.16399999999999998,0.517,0.16415328203274282,3,folk,0.4,0.02857142857142857,0.22857142857142856,0.0,0.4,0.05714285714285714,0.17142857142857143,0.11428571428571428
322tcqPhma7F6hfCeLisx0,"fuck, i'm lonely",5JZ7CnR6gTvEMKX4g70Amv,Lauv,60sI3iRfHfu7YpcTpZ29W1,198973,2019-08-02,16,0.8059999999999999,0.5579999999999999,9,0.7649967748871211,1,0.0683,0.48200000000000004,0.0,0.0618,0.6779999999999999,0.2740019625058101,4,hiphoprapcons,0.4,0.0,0.3142857142857143,0.0,0.17142857142857143,0.4,0.02857142857142857,0.08571428571428572
7hoP5NDUXEbmOawvEAsi8h,'Di Na Babalik,5HIZU0JzM0AgfItVOm4E08,This Band,0pFRzLxgSt9QlXKuukR8A4,340262,2019-02-03,59,0.358,0.435,10,0.7303805633197162,1,0.0349,0.008190000000000001,0.000936,0.11199999999999999,0.14,0.15209420027888243,6,rock,0.4,0.02857142857142857,0.11428571428571428,0.14285714285714285,0.2571428571428571,0.02857142857142857,0.02857142857142857,0.4
3EludUFeAoJAwSixWGG5Wg,Wrong,24CgJHK6T7C5OmUbiLLMjJ,Luh Kel,5gASTUDl3S2qgAF10JlwTc,130876,2019-04-05,10,0.745,0.728,0,0.897011395398839,1,0.0423,0.35200000000000004,0.0,0.228,0.39,0.43592805866859463,4,hiphoprapcons,0.4,0.0,0.22857142857142856,0.05714285714285714,0.2,0.4,0.0,0.11428571428571428
12M5uqx0ZuwkpLp5rJim1a,Cornelia Street,06HL4z0CvFAxyc27GXpf02,Taylor Swift,1NAmidJlEaVgA3MpcPFYGq,287266,2019-08-23,70,0.8240000000000001,0.624,0,0.6244678563749732,1,0.0827,0.7809999999999999,0.00018899999999999999,0.1,0.248,0.31916541858183134,3,folk,0.4,0.02857142857142857,0.17142857142857143,0.02857142857142857,0.4,0.22857142857142856,0.05714285714285714,0.08571428571428572
5f9808hpiCpuNyqqdXmpF2,Buwan,0a4r2EnsevvHCukoJ1xFwJ,juan karlos,2CF1utwLM2yXHMZhwFGVY1,343446,2018-06-22,64,0.631,0.381,7,0.5350247258654053,1,0.04,0.447,0.000171,0.0902,0.36,0.4740742653514435,1,country,0.4,0.0,0.4,0.0,0.34285714285714286,0.05714285714285714,0.14285714285714285,0.05714285714285714
6Cdvxn43rU0xffhr7nlNiz,Do You Hear What I Hear?,1EHAbA1GMYOfkh9ds9eNfS,Jose Mari Chan,3WPwRhJqWbl9lkv8DDq8jh,165000,1990,46,0.552,0.255,1,0.4187486562029671,1,0.0295,0.705,2.37e-05,0.44299999999999995,0.32299999999999995,0.3037494189949904,3,folk,0.4,0.02857142857142857,0.34285714285714286,0.0,0.4,0.0,0.22857142857142856,0.0
7rrVN7f83kwaz2sGxoFnJY,Christmas in Our Hearts,1EHAbA1GMYOfkh9ds9eNfS,Jose Mari Chan,3WPwRhJqWbl9lkv8DDq8jh,207000,1990,57,0.57,0.292,5,0.4232208127284456,1,0.0293,0.841,0.0,0.13699999999999998,0.39899999999999997,0.12886691111914472,5,jazz,0.4,0.11428571428571428,0.2,0.0,0.2857142857142857,0.0,0.4,0.0
59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,3II80i5KpS38r0QjNzu8ly,190306,2020-07-22,91,0.789,0.711,2,0.8601161040636423,1,0.040999999999999995,0.0332,0.0,0.0876,0.753,0.39000284046893563,4,hiphoprapcons,0.4,0.0,0.3142857142857143,0.0,0.02857142857142857,0.4,0.02857142857142857,0.22857142857142856
